Station_Name,Lat,Lon,Elev,Year,Month,Day,Solar radiation in W/m2,Wind speed in m/s,Rainfall in mm
KADUHA_AWS,-2.32,29.53,1885,2018,1,1,180.91,1.13,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,1,2,120.28,0.91,5.8
KADUHA_AWS,-2.32,29.53,1885,2018,1,3,154.84,0.94,2.6
KADUHA_AWS,-2.32,29.53,1885,2018,1,4,134.49,0.83,1.2
KADUHA_AWS,-2.32,29.53,1885,2018,1,5,130.8,1.22,1.4
KADUHA_AWS,-2.32,29.53,1885,2018,1,6,174.06,1.47,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,1,7,202.97,1.2,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,1,8,196.91,1.66,0
KADUHA_AWS,-2.32,29.53,1885,2018,1,9,44.9,0.92,0
KADUHA_AWS,-2.32,29.53,1885,2018,1,10,161.75,1,0
KADUHA_AWS,-2.32,29.53,1885,2018,1,11,116.11,0.84,0
KADUHA_AWS,-2.32,29.53,1885,2018,1,12,93.37,0.95,0
KADUHA_AWS,-2.32,29.53,1885,2018,1,13,98,0.93,0
KADUHA_AWS,-2.32,29.53,1885,2018,1,14,182.64,1.15,0
KADUHA_AWS,-2.32,29.53,1885,2018,1,15,10.51,1.48,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,1,16,285.21,1.24,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,1,17,207.23,1.25,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,1,18,202.45,1.18,0.4
KADUHA_AWS,-2.32,29.53,1885,2018,1,19,196.82,1.2,0
KADUHA_AWS,-2.32,29.53,1885,2018,1,20,125.03,1.34,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,1,21,187.07,1.01,0
KADUHA_AWS,-2.32,29.53,1885,2018,1,22,228.37,0.93,0
KADUHA_AWS,-2.32,29.53,1885,2018,1,23,216.26,1.31,0
KADUHA_AWS,-2.32,29.53,1885,2018,1,24,149.02,1.02,0
KADUHA_AWS,-2.32,29.53,1885,2018,1,25,220.68,1.02,0
KADUHA_AWS,-2.32,29.53,1885,2018,1,26,279.79,1.18,0
KADUHA_AWS,-2.32,29.53,1885,2018,1,27,163.58,1.09,0
KADUHA_AWS,-2.32,29.53,1885,2018,1,28,221.47,1.06,0
KADUHA_AWS,-2.32,29.53,1885,2018,1,29,187.42,0.89,0
KADUHA_AWS,-2.32,29.53,1885,2018,1,30,108.57,0.9,0
KADUHA_AWS,-2.32,29.53,1885,2018,1,31,232.77,1.15,0
KADUHA_AWS,-2.32,29.53,1885,2018,2,1,146.47,0.74,45.8
KADUHA_AWS,-2.32,29.53,1885,2018,2,2,229.5,1.26,8.2
KADUHA_AWS,-2.32,29.53,1885,2018,2,3,50.07,0.57,0
KADUHA_AWS,-2.32,29.53,1885,2018,2,16,308.23,1.93,0
KADUHA_AWS,-2.32,29.53,1885,2018,2,17,239.08,1.64,0
KADUHA_AWS,-2.32,29.53,1885,2018,2,18,202.23,1.69,0
KADUHA_AWS,-2.32,29.53,1885,2018,2,19,192.52,1.27,27.8
KADUHA_AWS,-2.32,29.53,1885,2018,3,2,22.68,0.73,1.4
KADUHA_AWS,-2.32,29.53,1885,2018,3,3,129.35,0.99,0.8
KADUHA_AWS,-2.32,29.53,1885,2018,3,4,276.12,1.39,4.8
KADUHA_AWS,-2.32,29.53,1885,2018,3,5,242.99,0.95,8
KADUHA_AWS,-2.32,29.53,1885,2018,3,12,24.01,1.74,0
KADUHA_AWS,-2.32,29.53,1885,2018,3,13,145.07,0.95,0
KADUHA_AWS,-2.32,29.53,1885,2018,3,14,360.34,0.95,0
KADUHA_AWS,-2.32,29.53,1885,2018,3,15,89.77,1.37,0
KADUHA_AWS,-2.32,29.53,1885,2018,3,19,41.79,0.58,0
KADUHA_AWS,-2.32,29.53,1885,2018,3,20,137.82,0.43,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,3,21,143.24,0.75,9.6
KADUHA_AWS,-2.32,29.53,1885,2018,3,22,136.23,0.19,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,3,23,329.71,1.49,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,3,24,81.39,0.88,0
KADUHA_AWS,-2.32,29.53,1885,2018,3,25,214.63,0.96,3.6
KADUHA_AWS,-2.32,29.53,1885,2018,3,26,232.07,1.02,0
KADUHA_AWS,-2.32,29.53,1885,2018,3,27,174.26,1.4,0
KADUHA_AWS,-2.32,29.53,1885,2018,3,28,147.96,1.05,2
KADUHA_AWS,-2.32,29.53,1885,2018,3,29,252.43,0.95,0
KADUHA_AWS,-2.32,29.53,1885,2018,3,30,220.68,0.78,3
KADUHA_AWS,-2.32,29.53,1885,2018,3,31,141.82,0.83,0
KADUHA_AWS,-2.32,29.53,1885,2018,4,1,230.58,1.3,1.4
KADUHA_AWS,-2.32,29.53,1885,2018,4,2,274.52,0.77,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,4,3,217.44,1.32,2
KADUHA_AWS,-2.32,29.53,1885,2018,4,4,42.36,0.02,0.4
KADUHA_AWS,-2.32,29.53,1885,2018,4,8,107.07,1.62,6.8
KADUHA_AWS,-2.32,29.53,1885,2018,4,9,108.96,0.62,0
KADUHA_AWS,-2.32,29.53,1885,2018,4,10,234.35,0.69,0
KADUHA_AWS,-2.32,29.53,1885,2018,4,11,142.79,1.07,12.4
KADUHA_AWS,-2.32,29.53,1885,2018,4,12,161.71,0.91,4
KADUHA_AWS,-2.32,29.53,1885,2018,4,13,145.95,0.71,2
KADUHA_AWS,-2.32,29.53,1885,2018,4,14,121.91,0.65,0
KADUHA_AWS,-2.32,29.53,1885,2018,4,15,230.87,0.28,0
KADUHA_AWS,-2.32,29.53,1885,2018,4,16,122.81,0.41,2.8
KADUHA_AWS,-2.32,29.53,1885,2018,4,17,88.16,0.74,3.4
KADUHA_AWS,-2.32,29.53,1885,2018,4,18,194.48,0.58,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,4,19,200.18,0.93,3.6
KADUHA_AWS,-2.32,29.53,1885,2018,4,20,103.88,0.73,1
KADUHA_AWS,-2.32,29.53,1885,2018,4,21,58.49,0.47,9
KADUHA_AWS,-2.32,29.53,1885,2018,4,22,110.93,0.51,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,4,23,246.84,0.31,0
KADUHA_AWS,-2.32,29.53,1885,2018,4,26,108.2,0.83,7
KADUHA_AWS,-2.32,29.53,1885,2018,4,27,256.04,1.15,0
KADUHA_AWS,-2.32,29.53,1885,2018,4,28,40,0.67,0
KADUHA_AWS,-2.32,29.53,1885,2018,4,29,122.61,0.71,9.8
KADUHA_AWS,-2.32,29.53,1885,2018,4,30,158.97,0.99,6.6
KADUHA_AWS,-2.32,29.53,1885,2018,5,1,177.46,1.18,15.2
KADUHA_AWS,-2.32,29.53,1885,2018,5,2,146.14,1.13,1
KADUHA_AWS,-2.32,29.53,1885,2018,5,3,237.25,1.56,0
KADUHA_AWS,-2.32,29.53,1885,2018,5,4,167.41,1.54,0
KADUHA_AWS,-2.32,29.53,1885,2018,5,5,156.5,1.04,16
KADUHA_AWS,-2.32,29.53,1885,2018,5,6,244.37,1.13,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,5,7,111.82,0.89,12.8
KADUHA_AWS,-2.32,29.53,1885,2018,5,8,151.43,1.15,5
KADUHA_AWS,-2.32,29.53,1885,2018,5,9,263.53,1.48,0
KADUHA_AWS,-2.32,29.53,1885,2018,5,10,121.08,1.1,7
KADUHA_AWS,-2.32,29.53,1885,2018,5,11,172.39,1.32,10.4
KADUHA_AWS,-2.32,29.53,1885,2018,5,12,141.54,0.98,0.6
KADUHA_AWS,-2.32,29.53,1885,2018,5,13,343.98,1.43,0
KADUHA_AWS,-2.32,29.53,1885,2018,5,14,191.94,0.97,4
KADUHA_AWS,-2.32,29.53,1885,2018,5,15,54.87,0.9,24.8
KADUHA_AWS,-2.32,29.53,1885,2018,5,16,279.39,1.31,2.6
KADUHA_AWS,-2.32,29.53,1885,2018,5,17,172.26,0.03,0
KADUHA_AWS,-2.32,29.53,1885,2018,5,18,280.99,0,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,5,19,126.51,0,1.6
KADUHA_AWS,-2.32,29.53,1885,2018,5,20,230.89,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,5,21,159.06,0,3
KADUHA_AWS,-2.32,29.53,1885,2018,5,22,138.61,0,4
KADUHA_AWS,-2.32,29.53,1885,2018,5,23,182.61,0,1.2
KADUHA_AWS,-2.32,29.53,1885,2018,5,24,139.01,0,1.2
KADUHA_AWS,-2.32,29.53,1885,2018,5,25,195.43,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,5,26,178.03,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,5,27,120.52,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,5,28,188.17,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,5,29,272,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,5,30,297.94,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,6,1,348.33,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,6,2,182.5,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,6,3,193.4,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,6,4,157.95,0,4.4
KADUHA_AWS,-2.32,29.53,1885,2018,6,5,254.42,0,2.6
KADUHA_AWS,-2.32,29.53,1885,2018,6,6,253.2,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,6,7,258.06,0,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,6,8,178.99,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,6,9,317.08,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,6,10,284.82,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,6,11,295.31,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,6,12,346.3,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,6,13,265.62,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,6,14,186.81,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,6,15,278.97,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,6,16,355,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,6,17,225.91,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,6,18,272.52,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,6,19,186.53,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,6,20,150.97,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,6,21,128.57,0,3.6
KADUHA_AWS,-2.32,29.53,1885,2018,6,22,122.81,0,0.4
KADUHA_AWS,-2.32,29.53,1885,2018,6,23,258.92,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,6,24,234.4,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,6,25,241.59,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,6,26,232.03,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,6,27,238.59,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,6,28,250.36,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,6,29,141.13,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,6,30,212.41,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,1,287.59,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,2,269.54,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,3,299.74,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,5,362.65,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,6,185.79,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,7,212.69,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,8,293.58,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,9,272.59,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,10,256.9,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,11,200.1,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,12,272.79,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,17,279.71,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,18,247.25,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,19,217.38,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,20,284.02,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,21,277.97,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,22,233.3,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,23,215.76,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,24,227.79,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,25,209.64,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,26,173.73,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,27,172.64,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,28,267.13,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,29,105.6,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,30,186.69,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,7,31,136.7,0,2.6
KADUHA_AWS,-2.32,29.53,1885,2018,8,1,175.36,0,1.4
KADUHA_AWS,-2.32,29.53,1885,2018,8,2,195.9,0,4.8
KADUHA_AWS,-2.32,29.53,1885,2018,8,3,228.47,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,8,4,242.96,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,8,5,261.31,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,8,6,194.34,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,8,7,208.14,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,8,8,276.4,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,8,9,289.93,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,8,10,273.43,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,8,11,215.63,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,8,12,248.64,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,8,13,256.89,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,8,14,258.99,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,8,15,251.62,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,8,16,280.79,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,8,17,253.65,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,8,18,192.17,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,8,19,226.4,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,8,20,200.97,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,8,21,167.39,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,8,22,161.46,0,0.8
KADUHA_AWS,-2.32,29.53,1885,2018,8,23,114.83,0,2.2
KADUHA_AWS,-2.32,29.53,1885,2018,8,24,77.21,0,4.2
KADUHA_AWS,-2.32,29.53,1885,2018,8,25,168.26,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,8,26,163.47,0,58.4
KADUHA_AWS,-2.32,29.53,1885,2018,8,27,147.37,0,4
KADUHA_AWS,-2.32,29.53,1885,2018,8,28,195.69,0,12.2
KADUHA_AWS,-2.32,29.53,1885,2018,8,29,82.56,0,1
KADUHA_AWS,-2.32,29.53,1885,2018,8,30,197.28,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,8,31,274.66,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,9,1,252.53,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,9,2,242.6,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,9,3,270.98,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,9,4,169.58,0,1.4
KADUHA_AWS,-2.32,29.53,1885,2018,9,5,146.24,0,3.2
KADUHA_AWS,-2.32,29.53,1885,2018,9,6,219.79,0,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,9,7,196.68,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,9,8,269.51,0,1
KADUHA_AWS,-2.32,29.53,1885,2018,9,9,220.5,0,4
KADUHA_AWS,-2.32,29.53,1885,2018,9,10,255.89,0,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,9,11,196.8,0,4.6
KADUHA_AWS,-2.32,29.53,1885,2018,9,12,237.04,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,9,13,143.05,0,10
KADUHA_AWS,-2.32,29.53,1885,2018,9,14,223.34,0,0.6
KADUHA_AWS,-2.32,29.53,1885,2018,9,15,255.54,0,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,9,16,249.29,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,9,17,264.62,0,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,9,18,243.38,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,9,19,210.97,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,9,20,125.89,0,6.2
KADUHA_AWS,-2.32,29.53,1885,2018,9,21,264.91,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,9,22,385.72,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,9,23,758.95,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,9,24,335.72,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,9,25,268.58,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,9,26,296.65,0,6.4
KADUHA_AWS,-2.32,29.53,1885,2018,9,27,282.42,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,9,28,148.71,0,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,9,29,207.47,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,9,30,224.5,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,10,1,251.82,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,10,2,197.41,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,10,3,143.75,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,10,4,225.86,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,10,5,218.46,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,10,6,223.48,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,10,7,285.09,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,10,8,192,0,1.2
KADUHA_AWS,-2.32,29.53,1885,2018,10,9,259.19,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,10,10,75.32,0,12
KADUHA_AWS,-2.32,29.53,1885,2018,10,11,159.82,0,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,10,12,224.9,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,10,13,183.35,0,23.4
KADUHA_AWS,-2.32,29.53,1885,2018,10,14,165.17,0,2.2
KADUHA_AWS,-2.32,29.53,1885,2018,10,15,231.79,0,7.8
KADUHA_AWS,-2.32,29.53,1885,2018,10,16,232.25,0,6.6
KADUHA_AWS,-2.32,29.53,1885,2018,10,17,161.13,0,4
KADUHA_AWS,-2.32,29.53,1885,2018,10,18,199.48,0,1.4
KADUHA_AWS,-2.32,29.53,1885,2018,10,19,161.03,0,0.8
KADUHA_AWS,-2.32,29.53,1885,2018,10,20,246.93,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,10,21,233.74,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,10,22,289.71,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,10,23,151.13,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,10,24,218.72,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,10,25,112.17,0,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,10,26,122.06,0,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,10,27,135.11,0,9.2
KADUHA_AWS,-2.32,29.53,1885,2018,10,28,221.15,0,0.6
KADUHA_AWS,-2.32,29.53,1885,2018,10,29,200.57,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,10,30,143.42,0,25.8
KADUHA_AWS,-2.32,29.53,1885,2018,10,31,213.56,0,2.4
KADUHA_AWS,-2.32,29.53,1885,2018,11,1,192.25,0,3.2
KADUHA_AWS,-2.32,29.53,1885,2018,11,2,144.77,0,20
KADUHA_AWS,-2.32,29.53,1885,2018,11,3,138.12,0,3.6
KADUHA_AWS,-2.32,29.53,1885,2018,11,4,146.17,0,3.6
KADUHA_AWS,-2.32,29.53,1885,2018,11,5,233.77,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,11,6,255.26,0,7.6
KADUHA_AWS,-2.32,29.53,1885,2018,11,7,168.04,0,8.4
KADUHA_AWS,-2.32,29.53,1885,2018,11,8,265.21,0,5.2
KADUHA_AWS,-2.32,29.53,1885,2018,11,9,190.18,0,2
KADUHA_AWS,-2.32,29.53,1885,2018,11,10,163.52,0,0.4
KADUHA_AWS,-2.32,29.53,1885,2018,11,11,183.61,0,2.2
KADUHA_AWS,-2.32,29.53,1885,2018,11,12,257.35,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,11,13,166.99,0,1.4
KADUHA_AWS,-2.32,29.53,1885,2018,11,14,215.7,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,11,19,109.6,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,11,20,182.48,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,11,21,151.43,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,11,22,138.75,0,0.4
KADUHA_AWS,-2.32,29.53,1885,2018,11,23,185.47,0,1.8
KADUHA_AWS,-2.32,29.53,1885,2018,11,24,73.61,0,15.4
KADUHA_AWS,-2.32,29.53,1885,2018,11,25,205.42,0,6.2
KADUHA_AWS,-2.32,29.53,1885,2018,11,26,265.16,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,11,27,185.44,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,11,28,219.8,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,11,29,188.09,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,11,30,238.78,0,4.8
KADUHA_AWS,-2.32,29.53,1885,2018,12,1,120.96,0,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,12,2,214.07,0,0
KADUHA_AWS,-2.32,29.53,1885,2018,12,3,200.45,0,0.6
KADUHA_AWS,-2.32,29.53,1885,2018,12,4,175.54,0,0.4
KADUHA_AWS,-2.32,29.53,1885,2018,12,5,161.39,0,4.2
KADUHA_AWS,-2.32,29.53,1885,2018,12,6,220.11,1.67,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,12,7,170,1.23,2.2
KADUHA_AWS,-2.32,29.53,1885,2018,12,8,107.63,1.42,2.6
KADUHA_AWS,-2.32,29.53,1885,2018,12,9,103.24,1.07,9.6
KADUHA_AWS,-2.32,29.53,1885,2018,12,10,112.98,0.71,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,12,11,83.85,0.65,26.4
KADUHA_AWS,-2.32,29.53,1885,2018,12,12,178.56,0.71,7.2
KADUHA_AWS,-2.32,29.53,1885,2018,12,13,153.34,0.75,18.2
KADUHA_AWS,-2.32,29.53,1885,2018,12,14,272.83,1.25,0
KADUHA_AWS,-2.32,29.53,1885,2018,12,15,146.47,1.05,9.8
KADUHA_AWS,-2.32,29.53,1885,2018,12,16,180.33,0.11,0
KADUHA_AWS,-2.32,29.53,1885,2018,12,17,232.46,1.38,4.2
KADUHA_AWS,-2.32,29.53,1885,2018,12,18,255.02,1.36,1
KADUHA_AWS,-2.32,29.53,1885,2018,12,19,164.7,1.01,3.6
KADUHA_AWS,-2.32,29.53,1885,2018,12,20,175.69,0.8,7.8
KADUHA_AWS,-2.32,29.53,1885,2018,12,21,205.98,1.07,4.6
KADUHA_AWS,-2.32,29.53,1885,2018,12,22,158.75,0.92,2
KADUHA_AWS,-2.32,29.53,1885,2018,12,23,168.85,1.05,2
KADUHA_AWS,-2.32,29.53,1885,2018,12,24,142.5,0.75,6.6
KADUHA_AWS,-2.32,29.53,1885,2018,12,25,186.74,1.05,0.8
KADUHA_AWS,-2.32,29.53,1885,2018,12,26,256.18,0.16,0
KADUHA_AWS,-2.32,29.53,1885,2018,12,27,271.53,0,3.8
KADUHA_AWS,-2.32,29.53,1885,2018,12,28,151.89,0,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,12,29,241.13,0,4.2
KADUHA_AWS,-2.32,29.53,1885,2018,12,30,196.41,0,0.2
KADUHA_AWS,-2.32,29.53,1885,2018,12,31,134.12,0,11.2
RUTSIRO_AWS,-1.96,29.39,1970,2018,1,1,122.31,3.98,0.8
RUTSIRO_AWS,-1.96,29.39,1970,2018,1,2,160.51,2.61,1
RUTSIRO_AWS,-1.96,29.39,1970,2018,1,3,81.81,2.19,0.6
RUTSIRO_AWS,-1.96,29.39,1970,2018,1,4,218.96,2.59,1.4
RUTSIRO_AWS,-1.96,29.39,1970,2018,1,5,146.75,3.03,2.2
RUTSIRO_AWS,-1.96,29.39,1970,2018,1,6,117.25,3.05,2.2
RUTSIRO_AWS,-1.96,29.39,1970,2018,1,7,130.28,3.07,2.2
